t,i
133910583,4097
133911132,4097
133911742,1202
133912353,1202
133912994,0
133913665,1
133914214,1
133914764,-1
133915405,-1
133916076,-219
133916747,-173
133917358,-173
133918029,5407
133918639,5407
133919158,1948
133919799,3062
133920379,3062
133920928,3751
133921478,3751
133922088,1989
133922668,1989
133923217,-3
133923919,-3
133924529,-20
133925140,-43
133925842,-43
133926513,-97
133927184,-1
133927917,-1
133928588,5334
133929168,5334
133929809,1802
133930389,2984
133930907,2984
133931487,3825
133932098,3825
133932800,2913
133933349,2913
133933990,-4
133934692,-98
133935394,-98
133936095,-95
133936767,-49
133937469,-49
133938140,12
133938781,4973
133939361,4973
133940063,1758
133940673,1758
133951354,11
133951934,11
133952514,-5
133953216,-5
133953918,-5
133954589,9
133955138,9
133955779,-53
133956481,-53
133957153,-12
133957885,3
133958404,3
133959045,13
133959594,13
133960143,0
133960784,-1
133961425,-1
133962157,-10
133962890,-10
133963592,0
133964141,-15
133964904,-15
133965606,-190
133966247,-142
133966827,-142
133967529,-27
133968169,-4
133968932,-4
133969604,14
133970184,14
133970763,5
133971313,5
133971832,-4
133972503,9
133973144,9
133973785,-9
133974426,-9
133975066,-50
133975799,-99
133976440,-99
133977172,-2
133977844,-1
133978576,-1
133979339,-5
133980071,-7
133980895,1
133981414,1
133981994,-7
133982635,-7
133983245,0
133983764,0
133984283,-11
133984924,-11
133985626,-131
133986266,-263
133986938,-263
133987548,-110
133988189,3
133988769,3
133989288,4
133989928,4
133990508,2
133991119,2
133991637,6
133992187,6
133992797,11
133993316,11
133994018,12
133994537,-7
133995239,-7
133995940,-6
133996520,-6
133997131,7
133997649,-5
133998290,-5
133998992,4
133999603,4
134000152,-6
134000915,-11
134001556,-11
134002258,-14
134002929,-8
134003570,-8
134004211,-26
134005004,-53
134005615,-53
134006255,-367
134006835,-367
134007537,-97
134008178,3
134008788,3
134009307,-1
134009917,-1
134010589,4
134011199,4
134011749,-2
134012420,13
134012939,13
134013488,5
134014129,5
134014739,-197
134015411,-197
134016082,-322
134016906,-81
134017547,-81
134018157,1
134018768,5
134019286,5
134019927,-8
134020538,-8
134021209,0
134021728,0
134022369,-16
134023071,3
134023620,3
134024169,-69
134024902,-69
134025542,32
134026122,3
134026641,3
134027190,-21
134027892,-21
134028533,-2
134029205,-1
134029815,-1
134030456,3
134031097,3
134031677,-18
134032378,-16
134033080,-16
134033904,-11
134034637,-96
134035339,-96
134036071,-214
134036895,-134
134037597,8
134038268,8
134038909,5
134039459,5
134040008,1
134040679,1
134041229,-12
134041839,-12
134042510,-12
134043151,-2
134043853,-2
134044585,-2
134045226,-12
134045837,-12
134046539,-60
134047179,-56
134047942,-56
134048675,2
134049224,2
134049896,2
134050445,0
134050994,0
134051543,-1
134052154,-1
134052886,-5
134053588,-7
134054290,-7
134055022,-95
134055724,-197
134056396,-197
134057067,-50
134057769,-5
134058471,-5
134059112,-2
134059753,-1
134060424,-1
134061034,-8
134061797,-10
134062652,-10
134063262,-5
134064056,-12
134064666,-12
134065368,-165
134066039,-93
134066711,-93
134067321,-46
134067931,-46
134068633,12
134069244,-3
134069824,-3
134070525,1
134071075,1
134071624,15
134072173,15
134072784,11
134073364,0
134073943,0
134074554,-11
134075195,-11
134075896,13
134076446,13
134076995,-2
134077789,14
134078338,14
134078979,0
134079498,0
134080108,-3
134080779,3
134081359,3
134082000,-1
134082793,-1
134083434,0
134084045,9
134084563,9
134085113,-60
134085906,-60
134086608,10
134087157,-86
134087798,-86
134088470,-5
134089141,5
134089751,5
134090301,-1
134090911,-1
134091521,-3
134092193,-3
134092895,-6
134093597,-2
134094299,-2
134095031,-193
134095702,-94
134096313,-94
134097015,-77
134097717,12
134098296,12
134098937,11
134099456,11
134100036,-5
134100707,-2
134101409,-2
134102081,-7
134102691,-7
134103301,-5
134103912,-9
134104583,-9
134105224,-284
134105895,-284
134106597,-362
134107299,-4
134107940,-4
134108550,-5
134109161,0
134109740,0
134110351,-3
134111083,-3
134111755,4
134112304,4
134112914,4
134113464,1
134114074,1
134114654,-64
134115264,-64
134115936,-211
134116576,-77
134117309,-77
134118011,-13
134118713,7
134119292,7
134119842,6
134120452,6
134121032,-3
134121795,-5
134122436,-5
134123138,1
134123748,1
134124328,1
134124999,-5
134125671,-5
134126342,-16
134127105,-11
134127898,-11
134128539,-4
134129241,3
134129760,3
134130340,-5
134131072,-5
134131744,13
134132354,4
134132964,4
134133544,1
134134124,1
134134734,-29
134135467,-69
134136138,-69
134136749,-9
134137359,-9
134138152,5
134138793,-2
134139465,-2
134140136,-5
134140899,1
134141418,1
134141998,-5
134142791,-1
134143462,-1
134144134,-5
134144897,-27
134145599,-27
134146270,-110
134146941,-110
134147582,-20
134148223,8
134148772,8
134149291,7
134149902,7
134150451,9
134151061,9
134151672,-9
134152282,-2
134152923,-2
134153655,-2
134154296,-2
134154937,-56
134155547,-94
134156219,-94
134156829,-10
134157531,-6
134158263,-6
134158996,-2
134159637,-1
134160308,-1
134161010,-12
134161742,-14
134162383,-14
134163085,12
134163635,12
134164245,-50
134164886,-124
134165527,-124
134166137,-245
134166900,-245
134167571,-106
134168212,15
134168761,15
134169341,1
134170013,1
134170593,-7
134171294,1
134171844,1
134172454,8
134173003,8
134173644,2
134174163,2
134174804,-82
134175506,-25
134176177,-25
134176788,-6
134177428,-6
134178130,6
134178741,1
134179321,1
134179839,-3
134180511,-3
134181182,-10
134181854,-9
134182616,-9
134183318,-12
134183929,-6
134184570,-6
134185210,-55
134185851,-55
134186492,-83
134187194,-24
134187896,-24
134188598,2
134189147,5
134189788,5
134190368,-2
134191100,-2
134191894,3
134192443,-3
134193084,-3
134193908,-2
134194640,-9
134195312,-9
134196044,-37
134196746,-146
134197417,-146
134198089,20
134198791,8
134199340,8
134200011,-3
134200683,-10
134201354,-10
134202148,-11
134202911,-8
134203521,-8
134204131,-7
134204803,-7
134205505,-20
134206176,-65
134206908,-65
134207671,-24
134208282,5
134208923,5
134209502,-2
134210143,-1
134210845,-1
134211578,0
134212157,0
134212737,-7
134213409,-7
134214080,-7
134214904,-159
134215667,-246
134216277,-246
134216979,-135
134217620,17
134218200,17
134218749,-4
134219451,-4
134220184,-7
134220886,-7
134221496,-7
134222259,-9
134222930,-3
134223602,-3
134224242,-12
134224944,-37
134225555,-37
134226287,0
134226836,0
134227386,-70
134228057,4
134228606,4
134229156,-1
134229827,-1
134230499,4
134231048,4
134231628,-1
134232238,2
134232818,2
134233428,6
134234008,6
134234588,-140
134235198,-140
134235900,-332
134236541,-78
134237182,-78
134237914,-8
134238494,5
134239135,5
134239715,-4
134240386,-4
134241088,2
134241668,-5
134242309,-5
134243011,0
134243682,0
134244231,-3
134245025,-111
134245788,-111
134246429,-214
134247131,-139
134247802,-139
134248473,0
134249053,0
134249542,0
134250152,7
134250671,7
134251251,-4
134251891,-4
134252502,5
134253051,5
134253570,6
134254119,6
134254730,-17
134255462,-32
134256133,-32
134256744,-12
134257415,-12
134258025,0
134258575,3
134259155,3
134259734,-5
134260375,-5
134261077,-6
134261749,-4
134262389,-4
134263091,-4
134263732,3
134264282,3
134264983,-200
134265655,-200
134266296,-219
134267028,-107
134267822,-107
134268462,13
134269103,-4
134269805,-4
134270446,-1
134271148,4
134271758,4
134272338,-3
134273101,-3
134273803,-7
134274413,-27
134275085,-27
134275817,-10
134276519,-2
134277190,-2
134277892,1
134278472,1
134279052,5
134279601,-3
134280273,-3
134280944,-5
134281615,-5
134282287,-3
134283080,0
134283691,0
134284240,-27
134284942,-187
134285552,-187
134286224,-255
134286895,-255
134287597,-72
134288360,-5
134289092,7
134289794,7
134290344,-4
134291076,-4
134291686,4
134292236,4
134292754,4
134293304,8
134293914,8
134294494,-114
134295196,-114
134295837,-199
134296508,-89
134297210,-89
134297912,11
134298431,11
134299072,-6
134299834,-7
134300506,-7
134301238,-4
134301910,-18
134302551,-18
134303252,-11
134303985,-12
134304626,-12
134305236,-20
134305846,-2
134306548,-2
134307189,-32
134307922,-32
134308563,-4
134309264,-1
134309936,-1
134310577,-3
134311248,4
134311736,4
134312560,-13
134313232,18
134313781,18
134314300,-278
134315093,-278
134315795,-244
134316497,-164
134317138,-164
134317901,6
134318542,-5
134319183,-5
134319915,-2
134320525,-2
134321166,-11
134321899,-15
134322540,-15
134323211,-7
134323913,8
134324432,8
134325042,-11
134325805,-11
134326476,-5
134327178,-34
134327911,-34
134328552,2
134329131,9
134329711,9
134330322,5
134331023,5
134331603,0
134332183,-14
134332885,-14
134333495,5
134334106,5
134334747,-35
134335387,-32
134336089,-32
134336913,-83
134337615,-3
134338317,-3
134339019,1
134339568,0
134340118,0
134340728,-2
134341399,-2
134342040,-2
134342712,2
134343230,2
134343780,-53
134344390,-53
134345062,-263
134345702,-263
134346404,-228
134347106,-116
134347747,-116
134348418,-12
134349029,-4
134349700,-4
134350402,2
134350982,2
134351562,-1
134352264,16
134352874,16
134353454,4
134354095,4
134354644,1
134355193,1
134355834,-43
134356475,8
134357055,8
134357604,2
134358215,2
134358764,-4
134359435,-4
134360076,-4
134360900,-12
134361602,-12
134362334,-12
134362945,1
134363555,1
134364105,-20
134364776,-89
134365386,-89
134366088,-326
134366912,10
134367522,10
134368102,11
134368743,11
134369384,-5
134370116,-3
134370910,-3
134371551,4
134372131,-12
134372802,-12
134373534,-1
134374206,-1
134374908,-11
134375549,-99
134376189,-99
134376800,-70
134377471,16
134378051,16
134378661,-2
134379363,-2
134380096,-3
134380706,0
134381225,0
134381927,-5
134382537,-5
134383209,-14
134383910,-31
134384612,-31
134385314,-338
134385986,-509
134386688,-509
134387359,-256
134388091,-1
134388915,-1
134389648,1
134390197,-1
134390899,-1
134391570,-4
134392242,5
134392761,5
134393310,-6
134394073,-6
134394775,-192
134395446,-223
134396087,-223
134396911,-136
134397613,5
134398162,5
134398742,15
134399291,15
134399993,-2
134400634,-7
134401244,-7
134401885,-5
134402557,-5
134403289,3
134403899,-2
134404662,-2
134405334,-1
134406097,-15
134406890,-22
134407501,-22
134408202,3
134408752,3
134409332,-2
134410003,-1
134410674,-1
134411285,7
134411895,7
134412475,10
134413085,10
134413635,-10
134414397,-169
134415069,-169
134415710,-203
134416320,-263
134416930,-263
134417602,-4
134418304,-4
134418945,9
134419463,2
134420074,2
134420623,-5
134421325,-5
134421996,-4
134422698,-6
134423339,-6
134424072,-2
134424682,-81
134425353,-81
134426086,-126
134426910,-37
134427520,-37
134428222,-6
134429015,-3
134429717,-3
134430297,6
134430907,6
134431518,1
134432067,2
134432616,2
134433227,-19
134433929,-19
134434600,-10
134435333,-24
134435943,-24
134436584,-36
134437225,-36
134437927,-3
134438598,-3
134439239,-3
134439849,-5
134440521,-5
134441222,-5
134441924,-5
134442535,-5
134453185,7
134453796,7
134454345,-2
134455077,-2
134455749,-2
134456451,9
134457031,9
134457610,-11
134458221,-11
134458892,8
134459472,-6
134460174,-6
134460937,-10
134461547,-10
134462188,-10
134462920,9
134463531,9
134464111,-61
134464751,-203
134465423,-203
134466094,-192
134466827,-151
134467468,-151
134468139,5
134468688,5
134469238,-2
134469848,-2
134470550,-5
134471160,-2
134471923,-2
134472564,-7
134473205,2
134473815,2
134474334,-72
134475097,-72
134475890,-295
134476531,-191
134477203,-191
134477905,13
134478454,12
134479034,12
134479705,-2
134480407,-2
134481078,-4
134481780,1
134482330,1
134482848,2
134483459,2
134484069,11
134484679,-171
134485351,-171
134486144,-107
134486907,-9
134487548,-9
134488219,-2
134488921,-9
134489562,-9
134490325,1
134490905,1
134491485,-2
134492156,11
134492797,11
134493377,20
134494079,20
134494659,-154
134495361,-251
134496093,-251
134496825,-141
134497527,32
134498077,32
134498687,-15
134499358,-15
134500091,-2
134500915,-4
134501556,-18
134502227,-18
134502929,-13
134503539,-13
134504150,-4
134504760,-14
134505370,-14
134506103,-116
134506835,14
134507415,14
134507934,-10
134508544,-10
134509246,7
134509795,7
134510314,4
134510894,4
134511413,11
134511932,11
134512511,2
134513122,6
134513793,6
134514373,-98
134515105,-98
134515777,-297
134516387,-219
134517089,-219
134517761,9
134518340,-7
134519012,-7
134519683,-8
134520324,-8
134520934,-1
134521636,-5
134522277,-5
134523010,-12
134523681,-7
134524322,-7
134524932,2
134525542,2
134526122,-300
134526794,-158
134527435,-158
134528106,-13
134528899,-2
134529510,-2
134530212,-3
134530822,-3
134531524,11
134532165,6
134532684,6
134533263,-1
134533904,-1
134534545,-19
134535186,-192
134535827,-192
134536498,-15
134537231,-15
134537933,-2
134538635,-1
134539245,-1
134539886,-1
134540557,-11
134541167,-11
134541900,-6
134542510,-7
134543212,-7
134543823,-24
134544494,-24
134545226,-235
134545928,-205
134546600,-205
134547302,-138
134548003,10
134548614,10
134549163,4
134549804,4
134550384,-5
134551147,16
134551757,16
134552306,2
134552917,2
134553527,-3
134554199,-22
134554900,-22
134555663,-11
134556304,-10
134557006,-10
134557708,7
134558318,3
134558898,3
134559448,4
134560088,4
134560638,-2
134561309,-2
134561980,-21
134562682,-28
134563415,-28
134564086,-6
134564788,-45
134565459,-45
134566131,-206
134566894,-131
134567565,-131
134568237,12
134568847,-1
134569518,-1
134570190,-4
134570892,-4
134571563,-1
134572204,-8
134572906,-8
134573608,-2
134574249,-213
134574889,-213
134575561,-348
134576202,-198
134576904,-198
134577605,-38
134578338,-4
134578979,-4
134579620,0
134580169,0
134580810,-5
134581420,-17
134582092,-17
134582916,-34
134583556,-11
134584228,-11
134584899,-200
134585540,-200
134586181,-142
134586913,-2
134587554,-2
134588226,-1
134588928,-1
134589538,-1
134590148,-4
134590759,-4
134591369,-2
134592101,13
134592681,13
134593261,-7
134593932,-7
134594634,-176
134595245,-95
134595886,-95
134596526,-167
134597198,-167
134597900,37
134598418,-7
134599120,-7
134599822,-7
134600555,-9
134601165,-9
134601928,-14
134602569,-4
134603271,-4
134603942,-3
134604583,-27
134605285,-27
134606078,-68
134606811,4
134607360,4
134608032,6
134608611,6
134609130,6
134609771,6
134610320,2
134610900,2
134611388,20
134612029,-7
134612792,-7
134613403,-12
134614074,-113
134614776,-113
134615386,-230
134616088,-230
134616821,-388
134617492,-8
134618133,-8
134618835,0
134619476,1
134620086,1
134620696,-1
134621307,-1
134621978,-6
134622619,3
134623168,3
134623779,-13
134624389,-13
134625091,-52
134625762,-131
134626403,-131
134627044,-148
134627807,-7
134628478,-7
134629150,1
134629821,-2
134630462,-2
134631133,-6
134631927,-6
134632598,3
134633239,-7
134633849,-7
134634521,-12
134635223,-94
134635894,-94
134636535,-78
134637176,8
134637786,8
134638305,-7
134638976,-7
134639556,-7
134640228,-7
134640929,0
134641479,-16
134642150,-16
134642913,-24
134643554,-16
134644134,-16
134644927,-95
134645629,-167
134646301,-167
134646972,-178
134647643,-178
134648406,-9
134649078,1
134649688,1
134650298,0
134650939,-5
134651611,-5
134652313,1
134652892,1
134653381,-7
134654052,-3
134654754,-3
134655425,-74
134656097,-74
134656768,-126
134657378,-4
134658111,-4
134658904,-9
134659576,0
134660186,0
134660827,-8
134661529,-15
134662231,-15
134662933,-8
134663574,-4
134664275,-4
134664977,-212
134665557,-212
134666229,-353
134666900,-103
134667602,-103
134668334,-5
134669006,-3
134669708,-3
134670318,1
134670928,5
134671508,5
134672088,0
134672668,0
134673278,30
134673919,30
134674438,-47
134675109,-219
134675903,-219
134676513,-144
134677215,-6
134677886,-6
134678558,15
134679107,15
134679809,-4
134680480,-7
134681152,-7
134681915,-10
134682586,-3
134683257,-3
134683898,-2
134684570,-8
134685180,-8
134685912,5
134686462,5
134687072,-2
134687804,-2
134688476,-2
134689147,11
134689819,-2
134690459,-2
134691131,8
134691680,8
134692230,-2
134693023,-6
134693755,-6
134694427,25
134695037,-35
134695770,-35
134696410,-219
134697173,-11
134697906,-11
134698577,18
134699188,18
134699828,-4
134700500,1
134701080,1
134701659,1
134702178,1
134702819,-3
134703460,-4
134704131,-4
134704772,-3
134705444,-3
134706115,-204
134706908,-136
134707610,-136
134708312,7
134708892,17
134709472,17
134710082,12
134710632,12
134711181,8
134711761,8
134712371,-3
134713104,0
134713805,0
134714416,-93
134715118,-110
134715759,-110
134716430,-52
134717101,-52
134717925,-1
134718627,-1
134719329,-5
134720031,-5
134720733,-4
134721374,-3
134722106,-3
134722778,-21
134723449,-9
134724090,-9
134724761,-115
134725433,-115
134726104,-268
134726897,-137
134727538,-137
134728179,0
134728790,8
134729339,8
134730071,-3
134730773,-3
134731384,3
134731994,-1
134732574,-1
134733245,0
134733886,0
134734466,-2
134735168,-38
134735839,-38
134736572,18
134737121,-4
134737914,-4
134738616,-1
134739288,0
134739898,0
134740478,-12
134741149,-12
134741912,-9
134742614,-1
134743346,-1
134743987,2
134744506,-37
134745208,-37
134745849,-230
134746520,-230
134747192,-213
134747924,-4
134748534,-4
134749145,-1
134749908,-3
134750671,-3
134751281,-2
134751952,3
134752532,3
134753143,-17
134753814,-17
134754485,-19
134755157,-301
134755798,-301
134756408,-245
134757110,-1
134757781,-1
134758392,14
134759032,14
134759551,-5
134760314,-16
134761047,-16
134761779,-16
134762481,-12
134763152,-12
134763763,-11
134764373,-11
134765075,-94
134765716,-13
134766326,-13
134767089,-1
134767791,-8
134768401,-8
134769073,-7
134769775,-2
134770385,-2
134771087,8
134771636,8
134772155,-1
134772765,-1
134773467,8
134774078,-20
134774749,-20
134775451,-222
134776092,-80
134776916,-80
134777618,8
134778167,-10
134778930,-10
134779571,-5
134780212,-5
134780914,-5
134781554,-6
134782226,-6
134782928,-3
134783599,-3
134784332,-3
134784942,-30
134785613,-67
134786224,-67
134787017,-2
134787688,5
134788268,5
134788787,13
134789306,13
134789916,1
134790527,1
134791137,-5
134791778,-5
134792480,-2
134793212,23
134793823,23
134794372,-50
134795104,-332
134795806,-332
134796447,-268
134797149,-20
134797851,-20
134798553,3
134799102,3
134799804,-4
134800536,-7
134801208,-7
134801910,-8
134802551,-8
134803191,-8
134803893,-10
134804504,-63
134805145,-63
134805785,-228
134806396,-228
134807067,-75
134807769,4
134808379,4
134809020,8
134809692,6
134810241,6
134810790,-9
134811523,-9
134812164,-8
134812927,4
134813537,4
134814117,-13
134814788,-13
134815398,-2
134816100,-27
134816772,-27
134817382,-3
134818084,-3
134818755,1
134819305,0
134819915,0
134820525,-7
134821166,-7
134821929,-4
134822631,-11
134823272,-11
134823852,-14
134824554,-113
134825195,-113
134825896,-52
134826507,-52
134827148,-276
134827880,5
134828399,5
134828979,1
134829528,1
134830138,-4
134830749,-2
134831390,-2
134832122,7
134832824,7
134833373,2
134834014,-2
134834686,-2
134835357,-43
134836120,-26
134836913,-26
134837615,11
134838165,-4
134838897,-4
134839568,-4
134840179,-4
134840850,-6
134841552,-11
134842193,-11
134842895,8
134843383,-23
134844054,-23
134844787,-43
134845428,-43
134846130,-192
134846801,-113
134847442,-113
134848113,1
134848815,-2
134849456,-2
134850158,2
134850768,-2
134851409,-2
134852081,-5
134852782,-5
134853393,6
134854034,25
134854553,25
134855132,-256
134855834,-256
134856536,-212
134857238,-10
134857940,-10
134858581,-1
134859222,1
134859771,1
134860351,-11
134860992,-11
134861694,-1
134862365,1
134863036,1
134863616,1
134864227,1
134864806,-27
134865569,-14
134866210,-14
134866912,-26
134867584,-7
134868285,-7
134869018,-2
134869689,1
134870239,1
134870788,-11
134871459,-11
134872100,1
134872649,1
134873199,-1
134873931,-8
134874603,-8
134875243,-326
134875884,-326
134876525,-92
134877136,26
134877654,26
134878204,-4
134878906,-4
134879668,-1
134880279,0
134880889,0
134881469,-27
134882171,-27
134882842,-2
134883575,-3
134884277,-3
134884979,-20
134885680,5
134886230,5
134886810,-109
134887481,-109
134888152,0
134888702,1
134889251,1
134889831,-2
134890472,-2
134891113,11
134891662,11
134892211,21
134892822,5
134893371,5
134894042,-78
134894683,-78
134895324,-180
134895934,-180
134896575,-303
134897216,12
134897918,12
134898528,-1
134899200,-4
134899902,-4
134900542,-1
134901183,-1
134901885,-9
134902526,-7
134903228,-7
134903899,-17
134904601,-34
134905334,-34
134905944,-213
134906615,-110
134907317,-110
134908019,16
134908630,5
134909240,5
134909759,7
134910339,7
134910888,15
134911437,15
134911987,7
134912536,7
134913116,-2
134913909,-14
134914520,-14
134915221,-2
134916015,-50
134916656,-50
134917327,2
134917938,2
134918456,-4
134919128,-4
134919769,-4
134920379,-9
134921081,-9
134921722,-2
134922332,-29
134922942,-29
134923644,22
134924163,22
134924773,-125
134925384,-125
134926086,-239
134926727,-229
134927398,-229
134928069,3
134928710,-3
134929382,-3
134930084,4
134930694,-1
134931365,-1
134932098,1
134932800,-5
134933501,-5
134934142,-2
134934814,-2
134935516,-9
134936218,-41
134936919,-41
134937591,-30
134938262,-1
134938903,-1
134939544,-2
134940154,-1
134940795,-1
134941528,-14
134942168,-14
134942931,12
134943542,4
134944122,4
134944671,-35
134945281,-35
134945983,-107
134946563,-149
134947234,-149
134947936,-6
134948577,0
134949188,0
134949828,5
134950378,5
134951049,-2
134951782,0
134952331,0
134952941,3
134953490,3
134954070,-63
134954742,-63
134955444,-202
134956146,-91
134956908,-91
134957519,-38
134958251,0
134958801,0
134959319,1
134959930,1
134960479,1
134961059,1
134961608,-5
134962371,-14
134963134,-14
134963836,7
134964446,1
134965026,1
134965575,-35
134966216,-35
134966888,-7
134967559,2
134968108,2
134968810,-2
134969451,-2
134970092,4
134970641,1
134971191,1
134971832,9
134972411,9
134973052,15
134973571,15
134974151,40
134974731,40
134975341,-272
134975982,-288
134976684,-288
134977294,8
134977844,8
134978484,-2
134979125,-8
134979919,-8
134980560,-2
134981292,-5
134981963,-5
134982665,-26
134983337,-8
134984100,-8
134984802,0
134985381,-33
134986114,-33
134986938,-110
134987579,-5
134988219,-5
134988921,-4
134989593,-3
134990234,-3
134990844,-7
134991515,-7
134992248,13
134992828,0
134993407,0
134994018,-2
134994628,-2
134995239,-157
134995940,-21
134996642,-21
134997253,-23
134997894,-23
134998534,-3
134999206,-4
134999908,-4
135000549,-2
135001159,-3
135001922,-3
135002624,-11
135003295,15
135003906,15
135004485,-131
135005157,-131
135005859,-116
135006530,-129
135007171,-129
135007842,0
135008483,0
135009124,5
135009826,-8
135010558,-8
135011169,-1
135011932,20
135012573,20
135013274,6
135013793,-2
135014434,-2
135015105,21
135015807,21
135016387,-2
135017120,-3
135017791,-3
135018523,-19
135019164,-2
135019805,-2
135020416,-10
135021087,-10
135021758,-14
135022460,-10
135023101,-10
135023925,-11
135024627,-49
135025329,-462
135026000,-462
135026641,-346
135027282,-346
135027984,10
135028533,-6
135029205,-6
135029907,4
135030486,4
135031066,0
135031646,0
135032165,0
135032836,-15
135033477,-15
135034148,-1
135034911,-54
135035583,-54
135036285,-175
135036987,5
135037536,5
135038146,13
135038696,13
135039306,-12
135040008,-12
135040679,0
135041229,-12
135041839,-12
135042571,-27
135043273,3
135043884,3
135044463,-197
135045135,-197
135045776,-53
135046386,-8
135047088,-8
135047820,-5
135048522,0
135049072,0
135049712,1
135050292,1
135050933,9
135051482,9
135052032,-6
135052795,7
135053405,7
135053985,-7
135054748,-7
135055450,-188
135056121,-119
135056854,-119
135057555,0
135058074,11
135058685,11
135059203,-3
135059905,-3
135060516,-12
135061157,-16
135061889,-16
135062560,-5
135063201,-5
135063903,0
135064422,-15
135065063,-15
135065704,0
135066344,0
135067046,25
135067626,-5
135068237,-5
135068847,4
135069457,4
135070037,-7
135070831,16
135071380,16
135072021,11
135072631,11
135073180,0
135073821,-26
135074554,-26
135075164,-178
135075774,-178
135076385,-180
135077117,2
135077667,2
135078246,15
135078796,15
135079406,-3
135080077,-2
135080779,-2
135081420,-10
135082122,-10
135082916,0
135083434,-4
135084167,-4
135084899,-62
135085662,-170
135086303,-170
135087035,-254
135087798,0
135088317,0
135088958,1
135089538,0
135090087,0
135090698,-7
135091369,-7
135092101,17
135092651,-8
135093322,-8
135093993,29
135094512,29
135095092,-63
135095824,12
135096404,12
135097045,-12
135097808,-12
135098418,-1
135099120,-4
135099914,-4
135100524,-5
135101165,-4
135101928,-4
135102630,0
135103179,-3
135103942,-3
135104614,-220
135105315,-194
135106078,-194
135106689,-216
135107360,-216
135108093,-2
135108733,-1
135109405,-1
135110076,-4
135110778,3
135111358,3
135111907,-4
135112518,-4
135113219,-1
135113921,-8
135114562,-8
135115325,-33
135116027,-36
135116699,-36
135117339,-11
135118011,-6
135118682,-6
135119384,-4
135120116,-4
135120910,-4
135121581,-8
135122222,7
135122833,7
135123382,-5
135124145,-5
135124847,-178
135125549,-239
135126189,-239
135126891,-161
135127532,-2
135128234,-2
135128906,0
135129455,0
135130035,1
135130553,-3
135131255,-3
135132049,3
135132629,-4
135133239,-4
135133910,-44
135134521,-44
135135192,-373
135135925,-124
135136657,-124
135137298,14
135137908,16
135138488,16
135139068,-2
135139770,-2
135140380,-3
135141143,-13
135141784,-13
135142394,-4
135143096,-4
135143707,-3
135144317,-6
135145049,-6
135145751,-151
135146392,3
135147033,3
135147521,-2
135148162,-2
135148925,-2
135149566,5
135150176,5
135150817,9
135151397,9
135152038,-2
135152679,3
135153259,3
135153838,8
135154418,8
135154998,-338
135155669,-338
135156341,-40
135157043,-28
135157653,-28
135158355,-9
135159118,3
135159820,3
135160400,-28
135161132,-9
135161803,-9
135162475,-16
135163177,8
135163787,8
135164306,-3
135165038,-3
135165801,-8
135166473,-83
135167205,-83
135167907,3
135168395,2
135168975,2
135169524,6
135170135,6
135170745,-7
135171447,-7
135172088,5
135172637,-8
135173248,-8
135173949,-45
135174560,-45
135175323,-50
135176055,-375
135176757,-375
135177490,24
135178039,4
135178680,4
135179199,-2
135179931,-2
135180572,1
135181121,-3
135181915,-3
135182525,2
135183135,15
135183685,15
135184295,-117
135184997,-117
135185699,-289
135186340,-160
135186980,-160
135187591,-7
135188232,-7
135188842,-9
135189544,6
135190185,6
135190704,13
135191283,13
135191802,-4
135192382,-4
135193115,-5
135193938,-6
135194640,-6
135195342,-27
135196075,-2
135196746,-2
135197448,4
135198028,-1
135198699,-1
135199340,-5
135200042,-4
135200652,-4
135201263,-13
135201904,-13
135202575,8
135203124,14
135203826,14
135204376,-285
135205108,-285
135205810,-252
135206451,-196
135207153,-196
135207885,14
135208404,11
135209045,11
135209716,-9
135210387,-9
135211120,-2
135211822,-2
135212463,-2
135213134,-2
135213744,0
135214568,0
135215179,-55
135215942,42
135216521,42
135217162,-2
135217803,-2
135218444,12
135219024,0
135219634,0
135220184,-3
135220886,-3
135221587,-1
135222289,-8
135222930,-8
135223602,-4
135224242,-153
135224914,-153
135225555,-92
135226165,-92
135226775,-161
135227386,-1
135228118,-1
135228729,9
135229247,9
135229797,-7
135230468,-7
135231109,0
135231811,-4
135232543,-4
135233154,-10
135233794,-174
135234466,-174
135235137,-186
135235931,-202
135236633,-202
135237396,-52
135238097,-17
135238769,-17
135239471,2
135240051,4
135240661,4
135241241,-13
135241912,-13
135242492,1
135243072,1
135243621,-2
135244323,-4
135245025,-4
135245635,-35
135246337,-117
135247039,-117
135247710,0
135248229,0
135248931,-2
135249572,7
135250152,7
135250793,-5
135251403,-5
135252166,-8
135252776,5
135253326,5
135253844,-46
135254516,-46
135255248,-21
135255889,-131
135256530,-131
135257232,-38
135257934,-5
135258575,-5
135259246,-1
135259917,-7
135260589,-7
135261260,-10
135261932,-10
135262603,0
135263152,2
135263793,2
135264343,6
135264892,6
135265472,-1
135266204,-1
135266906,-139
135267516,8
135268157,8
135268707,9
135269317,9
135269927,6
135270538,8
135271148,8
135271667,9
135272216,9
135272796,-2
135273406,-2
135274108,-12
135274719,-43
135275329,-43
135275939,-43
135276611,-43
135277282,0
135277831,3
135278381,3
135279052,-1
135279815,-1
135280456,-3
135281158,-2
135281921,-2
135282531,-17
135283263,8
135283843,8
135284454,-65
135285094,-65
135285735,-194
135286346,-262
135287017,-262
135287719,-5
135288360,17
135289031,17
135289581,7
